objectives;variables;evaluation_time;algorithm_time
[3.2503906800000064, -2.49999999999926];[-1.6180140273853985, -1.8703444215765819, 2.262864372914569, -2.44139810704402, -1.1047576705053692, -5.0, -2.9726873272222396, 0.47239987022010244, -5.0, 0.5529436902400944];1.830.758.590.999.750;14.759.569.100.046.000
[3.2424148800000023, -2.2143368];[-4.810461941148608, -3.326557298906661, 3.991570546203242, -5.0, -4.913529247157348, -2.632455557001781, -5.0, 4.045613068820321, 0.42630494774516325, 0.13133333208275388];17.915.291.950.001.800;14.759.569.100.046.000
[2.987685432000009, -2.49999999999378];[-5.0, -5.0, 2.8487952118082935, -4.142838939858786, -5.0, -5.0, -5.0, -2.995163536314547, 2.4197335240421793, -2.0117690581466534];1.807.784.114.999.810;14.759.569.100.046.000
[2.9682123840000103, -2.1809526];[-5.0, -5.0, 2.256289861887569, -5.0, -5.0, -2.3039697218242168, -5.0, 1.136871345024061, -1.9969524162686518, -3.874996054662053];18.011.781.460.000.200;14.759.569.100.046.000
[3.688149024000012, -2.499999999907209];[3.6389842350035906, -2.8716458939015794, 3.286335738375797, -4.607941862195712, -4.839465571567466, -0.7092949282377825, 4.794949144124983, 0.8936078567057848, 3.6156797129660863, 0.3464224282652122];17.258.337.210.002.300;14.759.569.100.046.000
[2.729790072000013, -2.48453346];[-5.0, -5.0, 0.9499424361807058, -5.0, -5.0, -5.0, -5.0, -1.8376382223276422, -5.0, -4.933145978694961];1.802.062.265.999.840;14.757.855.099.975.100
[3.074761728000003, -0.779525];[-5.0, -3.5938146237641755, 1.2783103618565388, -4.113205234477055, -5.0, -1.4371939696357945, 4.383662365011119, -1.5116299919251523, -5.0, -4.8560824948577155];17.698.630.799.999.200;14.757.855.099.975.100
[3.3172305840000056, -2.3050745];[-0.7308400975711544, 0.12017094104848702, -5.0, -2.0145943080677235, -2.31600157054009, -4.415331924337103, -4.132767700386248, 5.0, -1.0501485503487524, 0.9150068018803381];17.578.539.259.999.500;14.757.855.099.975.100
[3.1047254640000075, -2.4999999999452536];[-5.0, -5.0, 0.28016817083119516, -5.0, -5.0, -5.0, -5.0, -2.053327879771007, 4.196683672724404, 4.11377153338859];1.761.404.162.000.390;14.757.855.099.975.100
[3.3416740080000062, -2.356147];[-0.5455881221292742, 4.079945790789914, -3.3863598041510925, -5.0, -5.0, -2.1314296214184916, 5.0, -4.945433528095519, -0.6297167012970961, 0.06571550624276856];17.723.697.580.001.300;14.757.855.099.975.100
[3.0532753440000033, -2.4999999999949685];[-5.0, -5.0, -3.1574439864744708, -5.0, -5.0, -5.0, -5.0, 5.0, -2.2395355139260102, 4.552307218309339];17.513.066.009.996.600;14.470.088.800.007.900
[3.4840800000000005, -2.4999999999986504];[-5.0, -5.0, 4.127212946510646, -5.0, -5.0, -5.0, 5.0, 5.0, 4.831596143758169, 0.14118492156868356];16.614.274.959.999.600;14.470.088.800.007.900
[3.3109054560000044, -2.017174];[-4.265018222095527, -1.7386707125178802, 0.3704937429769579, -5.0, -5.0, -5.0, 5.0, 3.428086847012116, -0.32936258341427127, -1.3828651391893478];16.735.811.749.997.000;14.470.088.800.007.900
[2.911236984000004, -2.3073491];[-2.7002473675634313, -5.0, -3.9042143128599824, -5.0, -5.0, -5.0, -2.9935127417763305, -2.9625255755169086, -4.2953858830476435, 4.435384178180289];17.314.278.829.999.900;14.470.088.800.007.900
[3.3264181440000042, -2.44847153];[0.7615776208905531, -5.0, 4.847508403981637, -5.0, -5.0, -5.0, -5.0, 1.9956398447084487, 3.2204474230558304, 0.9756947540649827];1.747.759.614.000.090;14.470.088.800.007.900
[3.0807509760000102, -2.4999999999987583];[0.331043015162348, -5.0, -4.299328285260678, -5.0, -5.0, -4.046486441710244, 5.0, -3.7544233590982716, -0.5193166555632054, -2.2841207681953506];1.675.980.305.999.980;13.853.581.800.009.100
[2.944118232000012, -1.267305];[-5.0, -5.0, -2.870262331913362, -5.0, -5.0, -5.0, -5.0, 4.920668291553763, -0.5361535933648263, -2.412478671293112];16.935.746.229.998.700;13.853.581.800.009.100
[3.4982621280000012, -2.499999999996831];[0.0935699824291234, -2.433583442373011, -4.73887833763278, -2.4112604473336745, -0.5802484393673737, 2.4155228647470297, 2.5637300999503925, 4.715222945427483, 0.07478153655290498, -4.942281688405324];16.830.297.040.002.100;13.853.581.800.009.100
[3.04877779200001, -2.499999999998856];[-5.0, -5.0, 3.813775452431905, -5.0, -5.0, -5.0, -5.0, -4.328684341190593, 1.1563754207010577, 3.3056726975359414];17.074.371.150.002.100;13.853.581.800.009.100
[3.102069960000009, -2.3094364];[-5.0, -3.7242770626876216, -3.1638793656354474, -5.0, -0.423431072507662, -5.0, 5.0, -4.509533517504379, -4.926674179902143, 3.162151469538099];16.859.505.100.001.100;13.853.581.800.009.100
[2.945566728000004, -2.499999999995144];[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.381737515997175, 0.05158278208954137, 3.735539520013557];17.187.431.269.994.700;15.193.947.899.970.200
[3.287409840000005, -0.792451];[-4.423994068087419, 0.33280247210093883, -2.702530823966317, -5.0, 3.3764749287775064, 2.1454711278534724, -5.0, -5.0, -2.3072028443203014, 3.5738909919836157];17.323.577.609.995.800;15.193.947.899.970.200
[2.937948192000009, -2.4999999999978173];[-5.0, -5.0, 0.11583704167733355, -5.0, -5.0, -5.0, -5.0, -5.0, 2.0714802608309446, 1.628796582053683];17.860.715.479.997.400;15.193.947.899.970.200
[2.8382196960000106, -1.6249841];[-4.8459394603505075, -5.0, -3.785442945937871, -5.0, -5.0, -3.8066582107894704, -5.0, 2.3937158413250614, -5.0, -0.7566239926949754];1.728.102.746.999.930;15.193.947.899.970.200
[2.907386568000006, -2.4996531722];[-5.0, -5.0, 4.208108417772534, -5.0, -3.1751567623375454, -5.0, -5.0, -5.0, -5.0, 1.3682752329601477];17.896.113.280.003.100;15.193.947.899.970.200
[2.9146450320000072, -2.496564869];[-3.935868000070197, -4.772614586201008, -0.805409396442629, -0.2827716171891712, -5.0, -5.0, -5.0, -0.4754740379095166, -5.0, -1.9905765805390367];1.810.050.976.999.910;15.381.708.399.974.700
[2.9533606560000063, -2.4999999999988467];[-5.0, -5.0, -2.1709148505061915, -5.0, -5.0, -5.0, -5.0, -3.6899805529714693, 3.9424808344865365, 1.4480739625631367];16.944.609.809.998.600;15.381.708.399.974.700
[3.8318952960000043, -2.1518681];[-1.367403245413528, 0.9843169234030347, 2.6526500465420577, -2.911228896084441, 4.725626098548938, 0.6510543555592774, 1.1979929986739313, 1.2056477411671231, 3.7746642632899814, -0.7107513261424696];1.633.968.289.999.750;15.381.708.399.974.700
[3.1723423200000074, -2.4999999999996403];[-5.0, -5.0, -5.0, -5.0, -5.0, 3.613178370951916, 3.432833973191592, 1.086497973470271, -2.052192510756359, -1.4125973421114213];1.683.655.251.999.730;15.381.708.399.974.700
[3.036902976000011, -2.49999995937873];[-5.0, -5.0, 3.567334548149695, -5.0, -5.0, -5.0, -5.0, -1.5476276584569786, 1.831090310239567, -0.4534349821463355];17.345.425.170.002.200;15.381.708.399.974.700
[3.182639256, -2.499999999995028];[-5.0, -5.0, 1.187801337741944, -5.0, -4.677867199722895, -5.0, 4.694532343548364, -1.797275288077223, 0.33347260307062143, 0.40375611454745464];16.384.421.809.995.500;16.086.086.000.024.800
[3.0683251440000032, -1.8604342];[-5.0, -5.0, 2.8962219358588337, -5.0, -5.0, -5.0, -5.0, -5.0, 4.916264106328056, 2.039604498756482];17.678.325.189.999.300;16.086.086.000.024.800
[3.1148947440000074, -2.2877323];[5.0, -5.0, -4.387274178310571, -5.0, -5.0, -5.0, 1.5513989758280333, -2.1962363099226563, 0.8260055475158641, -3.7857848496575617];1.727.195.439.999.920;16.086.086.000.024.800
[2.971181088000013, 5.395081];[-5.0, -5.0, 4.9978242010710545, -5.0, -5.0, -5.0, -5.0, -2.190172227270995, -4.8212701347549896, 2.3682945973019676];1.709.546.347.000.280;16.086.086.000.024.800
[3.4830049680000115, -2.1152507];[-4.683553976938236, 2.620862508192509, -0.3958908002824275, 3.495302312076067, -4.222781611606487, 3.1324568577111087, -2.4402963370085082, -2.610392114147607, -1.6087031550705815, 0.7632325589656288];1.641.815.837.000.030;16.086.086.000.024.800
[3.3831166320000134, -2.3358294];[2.140875317335757, 0.05572852869462519, 3.7532547726248193, -5.0, -5.0, -5.0, -1.277988116585143, -5.0, 4.999584064910717, -0.24569552750845958];17.488.516.259.996.600;15.893.241.099.955.000
[3.8795118480000057, -2.49999999999839];[4.709884626298125, 4.972878709276275, -1.7203862901536344, 4.7063560880535675, 1.0322525850892097, 2.3096477538688776, -2.9305652822158152, -4.3242926052978925, -0.18561602635796248, 3.836860353564827];16.678.442.469.995.900;15.893.241.099.955.000
[3.108091608000005, -2.4999999999985745];[-5.0, -5.0, 3.584295072313484, -5.0, 4.479645814017838, -5.0, -5.0, -4.538733441678642, -5.0, 3.167934076880215];17.594.505.379.995.000;15.893.241.099.955.000
[3.2237738640000098, -2.4999999999964304];[-5.0, -1.535285076117857, -0.13136263781450364, 0.4091564859059371, -5.0, -0.968643895196716, -5.0, 1.2527155704976618, 1.5179225710211934, -3.495707109823577];17.035.237.269.999.900;15.893.241.099.955.000
[3.604608000000009, -2.0601096];[1.7675103067183962, -2.4562841586600284, 2.2899443373257746, -4.940364415178873, 0.12631161034240002, 3.8549323986161586, -1.8135559891248016, -2.7764120208252017, 4.960836179935804, -1.3329189654645668];17.133.454.559.999.500;15.893.241.099.955.000
[3.6845798400000076, -2.499999999933624];[3.987057596005833, -0.15171895176781725, -4.65858813510749, 0.8090360560214389, 3.2358367195591526, 2.653622046161921, 3.2760878229865877, 2.797388622924146, -5.0, -3.566323215540165];1.741.258.911.000.330;15.034.164.800.017.600
[3.2598979200000047, -2.495240234];[-1.6822501413753215, -5.0, -3.7593963593334845, -5.0, -0.454189765220562, 4.115659493822951, -1.533775391350943, -3.136601832755608, 2.3486827701919957, -2.176924526948892];16.812.902.690.004.500;15.034.164.800.017.600
[2.8715379120000106, -2.4999999999982925];[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.91698734756649, 5.0, 0.6456917170187984, -4.987135205349195];17.388.438.770.000.300;15.034.164.800.017.600
[2.9800141920000023, -2.2940331];[-4.4384424837801255, -5.0, -1.572947779570331, 1.3004650279069816, -2.3750134735508577, -5.0, -5.0, 0.6756136347209907, -5.0, -2.826059191228679];17.745.126.440.003.500;15.034.164.800.017.600
[2.81312935200001, -2.499999999954082];[-5.0, -5.0, -1.4625821667344017, -5.0, -5.0, -5.0, -5.0, -0.32258554728540023, -2.763482171167847, -2.413874117610778];17.321.270.479.995.200;15.034.164.800.017.600
[3.6529799040000004, -2.4999999999993574];[-3.369822245805518, 1.5425932640011215, 0.5526576910966305, 1.0188660286837141, 0.420425138815653, -5.0, -0.8831520201850402, 2.409895284367659, 4.368350371535241, 0.8596662828735671];16.902.312.760.002.600;1.643.007.999.996.180
[3.075474744000009, -2.499999999998885];[-5.0, -5.0, -3.9359882551467473, -5.0, -5.0, -5.0, -5.0, 3.278741061388935, 5.0, 0.8403269605939476];17.013.961.820.001.700;1.643.007.999.996.180
[3.089030472000001, -1.5092632];[1.706620454666691, -5.0, 2.2285903666466202, -3.7709376398380297, -5.0, 2.9093361975067484, -5.0, -3.640664313300527, -4.504234559533862, -4.118062972324964];17.202.052.389.999.100;1.643.007.999.996.180
[2.9350414800000113, -2.48974055];[-5.0, -5.0, 1.1023773204175473, -5.0, -5.0, -5.0, -5.0, -5.0, 5.0, -2.42081947195033];17.832.521.119.999;1.643.007.999.996.180
[2.9811164400000005, -2.499999999997646];[-5.0, -5.0, 3.266758059216384, -5.0, -5.0, -4.995094922173718, -5.0, 3.1851429776242384, -3.9518728941458807, -1.6903009684206332];1.752.966.142.000.510;1.643.007.999.996.180
[2.7433587600000084, -2.49999994953441];[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 3.3267914991893797, -5.0, -3.519452393966919];17.481.251.509.999.800;16.613.628.900.027.800
[3.164159160000013, -2.4999999999970157];[-5.0, -0.6248429918247602, -3.8976653743539718, -2.230841864696205, 5.0, -5.0, -5.0, -4.082553374956878, 2.0354875194680044, -1.910732873554854];17.371.839.460.002.900;16.613.628.900.027.800
[3.3730022160000095, -2.2877741];[-1.1624359337745558, -1.8490677575963037, -0.7065476321600128, -1.5104814995011062, -2.164238379632299, -2.5046496270304317, 0.44173586499447204, -1.571818186248363, -3.6999016696540954, 3.684902385625046];17.107.559.770.002.200;16.613.628.900.027.800
[3.8000007360000088, -2.48748946];[4.2029348113754885, -4.201629963409701, -0.6523146834932465, 0.8978414499154974, 3.361966579135517, 3.6365076855805896, 3.8481883542170934, -5.0, 4.986722729233943, -2.3542630398577886];17.194.322.359.998.400;16.613.628.900.027.800
[3.2152438080000065, -1.8967353999999998];[2.4113808555443406, -5.0, -1.9447554796267603, 1.9828066778854767, -5.0, -1.1752579332003221, -3.347607281564215, 0.5556938672976122, -5.0, -1.8283773734844493];1.746.749.104.000.040;16.613.628.900.027.800
[3.077931960000002, -2.498998847];[-2.911631545734368, -3.116307185564505, -5.0, -3.000040153047685, -4.28506988606346, -5.0, 1.1799911328717494, -4.420872676050912, -2.7920025049538624, 4.642793759704867];16.915.166.779.997.500;16.550.360.099.994.500
[3.448131768000004, -2.4999999999984666];[-5.0, -4.496276126007198, 1.0372486992422516, 3.9082074719277955, -3.8657450323975815, 5.0, 1.321179729388815, -1.6404144227592492, -0.1407186883783238, -3.6877445351441307];16.866.427.110.001.600;16.550.360.099.994.500
[3.0244622400000116, -2.017311];[-4.995787396924437, -2.5001061977016805, 1.6466472562585892, 0.8532662085764162, -5.0, -5.0, -5.0, -0.4884942049630485, -4.845636342543041, -1.8484736763124712];1.768.266.489.999.950;16.550.360.099.994.500
[3.1881921840000023, -2.499999999998982];[-2.8228326172230473, -4.9742690680509565, -0.6266199826735033, -5.0, 0.5375956052687494, -1.1928233166353301, -0.3416961902416542, 2.337235466857014, -3.4964660549119095, -4.018652942391393];1.718.206.962.000.110;16.550.360.099.994.500
[2.9443599360000072, -2.4999999999970934];[-5.0, -5.0, -5.0, -5.0, -5.0, 1.8376492403893714, -5.0, -3.123491008374688, 4.797917328074275, -4.399109061734991];17.014.835.319.999.800;16.550.360.099.994.500
[3.466083096000008, -2.2383262999999998];[2.504069727290008, -3.1620320790957277, -1.4033485045748102, 2.0317442566626367, 0.03769158966147401, -5.0, -4.249429255264187, -1.063379626862102, 3.6949776455168912, -0.12347206431330715];1.881.706.241.000.210;2.100.748.869.997.910
[3.535905312000001, -2.4999999999994755];[-4.074159959035383, 2.6593631338658152, -1.5356610518554974, -3.103676763687584, -3.11111405138019, 3.769355524793319, 2.092038620224307, -0.14693100877495802, -1.7022715134439488, 1.6523991282926662];16.900.187.340.000.400;2.100.748.869.997.910
[3.68607002400001, -2.2083626];[4.283409019839491, -5.0, 1.0500935203037365, -0.446950645094482, -2.040936660963763, 4.048902944980906, 5.0, -1.3830441527956854, 1.7449475674224058, -3.805036501835405];17.217.677.919.997.300;2.100.748.869.997.910
[3.5623253520000038, -2.499999999999709];[5.0, 0.9475338693203685, 0.23219308726492116, -2.774288435132127, -5.0, 3.9860214285085966, -0.6545845530470444, -0.18471592939086534, 1.1703021475263409, -5.0];1.783.323.745.999.950;2.100.748.869.997.910
[3.3652733040000076, -2.1759465000000002];[5.0, -5.0, -5.0, -5.0, -5.0, -1.273313839017951, 5.0, -0.12701301743007232, -5.0, 5.0];17.421.557.499.998.000;2.100.748.869.997.910
[3.5826783840000043, -2.4999999999796563];[-0.659829957198486, -3.7364514928493753, -0.40338543972636653, 5.0, 1.2942755506716521, -0.006438595379111511, 3.4762037387023774, 0.7215385883514287, -2.054931603496302, -4.96623221342184];17.606.953.130.004.600;2.091.924.780.001.860
[3.5519048640000053, -2.4999999999966103];[5.0, -5.0, 4.776039171175695, -3.739042365035023, -0.7564376693959742, -2.903194572258981, 1.3673147321600956, -1.504645578491997, -5.0, 5.0];1.694.076.678.000.270;2.091.924.780.001.860
[3.804475608000013, -1.9157489];[-0.8917895578199602, -4.680273669912397, 5.0, 2.7145197832469137, -1.0305441428215767, 2.7495997027390864, -4.073242780436349, 2.1316929681981858, 2.4912687093365724, 4.521927400741031];16.632.227.970.001.900;2.091.924.780.001.860
[3.2713070400000044, -2.499999999992917];[5.0, -5.0, 2.5454329284900004, -1.8273404299567853, -3.3940143525074626, -5.0, -5.0, -2.059926591344813, 3.985247441057103, -5.0];18.024.921.560.002.200;2.091.924.780.001.860
[3.41135107200001, -1.8886456];[3.8869083832916687, -5.0, 0.8443359314878096, -5.0, -5.0, -5.0, 5.0, 1.001670628375141, -5.0, 5.0];17.162.884.449.999.500;2.091.924.780.001.860
[3.5283541680000003, -2.4999999999948113];[0.6619819596915146, -0.39290443336412384, 5.0, -3.3765569776616076, 0.6529796984830183, -3.2292486083659093, -1.7531129232782177, -0.7501239981851278, 4.33670813687117, -5.0];17.388.112.059.998.000;21.059.328.700.008.300
[3.1572612000000113, -2.499999999996697];[5.0, -5.0, -3.6165521640344345, -5.0, -5.0, -1.5252761097823422, -2.6264751183373707, -3.262183664195966, -5.0, 5.0];1.718.831.142.000.270;21.059.328.700.008.300
[3.5137350720000073, -2.499999999999514];[5.0, -5.0, 1.9973216017477498, -0.6027815087725754, -1.439951971152515, -5.0, 2.5244746275829586, 2.5356393255054055, 0.45823394511033655, -5.0];1.711.619.750.999.960;21.059.328.700.008.300
[3.3119712000000137, -2.499999999995679];[0.9777625924171609, -5.0, 5.0, -5.0, -5.0, -5.0, -4.8457599116013705, 5.0, -5.0, 5.0];17.607.087.540.003.700;21.059.328.700.008.300
[3.3068850480000025, -2.4999999999981455];[3.6969598901353447, -5.0, -3.074309972185141, -3.417765197368749, -5.0, -5.0, -5.0, 4.181746545233571, -0.49011006288960957, 5.0];17.284.208.259.999.200;21.059.328.700.008.300
[2.902110552000001, -2.1785161];[0.7821179881520663, -5.0, -3.6251485272973865, -5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0];18.057.644.519.995.600;2.437.499.390.001.170
[3.6933919920000005, -2.499999999999369];[-0.021769604507447582, 4.630277934306413, 4.368753921429095, -1.253430788410932, 0.28361529970530075, 1.2816835842206817, -1.5757295040727448, 0.9944097685835978, -4.021950301585738, -0.8954646459896436];1.720.607.052.000.120;2.437.499.390.001.170
[3.4399468800000026, -2.3930608];[1.1690631989503109, -4.607311618055384, -2.3861824952299306, -5.0, 1.6084700703696289, -2.604852419635366, 5.0, 5.0, -4.020602508231183, -2.101802072501477];16.730.537.590.000.300;2.437.499.390.001.170
[3.3447539520000125, -2.4999999999946647];[-3.4689469476499744, 4.405083538706423, 3.617123628741947, 3.0007171748598065, -4.173692669332848, -4.690738753821464, -4.675139680921062, -3.3464802968803693, -3.9303411639935177, 0.9121363321016069];18.208.900.009.997.800;2.437.499.390.001.170
[3.24211075200001, -1.6370453];[0.28442017036448686, -5.0, -2.0166708168337504, -5.0, -0.09953916960821285, -5.0, 5.0, 4.729481239576295, -5.0, -5.0];17.623.244.629.998.200;2.437.499.390.001.170
[4.036956840000008, -2.499999999995823];[5.0, 1.9647103762615235, -0.97552807805575, 2.2904094390919116, 0.42515323118003234, -0.743844274846901, 4.696425059565586, 2.1067066321917194, -0.041134344109061693, 4.97322627240697];16.345.211.989.997.100;22.207.716.199.976.800
[3.714202944000003, -2.3479377];[5.0, 3.9692928818331037, 1.788542289870878, 1.921312114348508, -1.9878842864896646, 5.0, -0.3119669982566471, -1.0941868170562468, -4.531298456985228, -5.0];16.875.399.340.002.300;22.207.716.199.976.800
[3.3363893520000074, -2.499999999751205];[-4.262849005355562, 2.954414626120652, -5.0, -1.0660089602946194, -2.9297622561531576, -3.9712238144134075, -1.6420997191410551, -3.4631767385837176, 1.6502571324925706, 4.992900838514059];1.693.770.666.999.620;22.207.716.199.976.800
[3.1864004640000108, -2.2374488];[-0.7616327834281451, -5.0, -3.6953336563492365, -5.0, -5.0, -5.0, 5.0, 0.052231213767710116, -5.0, 4.723286810866528];16.987.575.449.998.200;22.207.716.199.976.800
[2.9172644640000076, -2.1571982];[5.0, -5.0, -0.837507812819295, -5.0, -5.0, -5.0, -5.0, -1.3039578199154835, -5.0, -5.0];17.797.135.440.004.000;22.207.716.199.976.800
[3.0864045600000054, -2.2434314];[2.455508322871834, -5.0, -0.010485441408009777, -5.0, -5.0, -5.0, -1.7559185400491701, 5.0, -5.0, -5.0];17.987.528.530.001.800;20.461.272.399.988.900
[3.181628160000005, -2.4999999999926423];[0.5669258962824824, -5.0, -0.4693291033373441, -5.0, -5.0, -5.0, -5.0, 5.0, -5.0, 5.0];1.812.655.633.999.960;20.461.272.399.988.900
[3.633396048000004, -2.4999999999994094];[-2.4696444366695802, -4.388540799521831, -4.803799776463274, -0.8641393514242166, -0.07324599526322118, 3.50622148361105, 3.7903609349136556, 4.3770384209163655, -0.6407980121994195, 2.57933129412923];17.160.801.989.998.400;20.461.272.399.988.900
[2.9740774320000107, -2.4999999999963793];[-1.8229466532130028, -5.0, 2.3117018939747886, -5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0];17.856.224.190.001.300;20.461.272.399.988.900
[3.773344824000005, -1.9980970999999998];[4.642936224117797, -1.4309398550540378, 0.4758977890016256, 2.9966967832299147, 1.5030499361455743, -4.505320265889205, 1.870738444849863, 3.5775079764422912, 2.170726861804713, -3.8094116374849314];1.722.607.844.999.870;20.461.272.399.988.900
[3.794962104000002, -2.48062811];[2.3445715619141803, -3.1198201594299384, 4.228163948587241, -1.2053373399874383, 3.7072223146793135, 2.5734048736135398, 1.9871143256294719, -3.157055564124029, 2.016131958416829, -0.8817366399659008];16.935.947.600.001.200;2.108.792.259.998.150
[3.081102624000007, -2.4999999999992157];[5.0, -5.0, -1.017051501652198, -5.0, -5.0, -5.0, -3.437473218075935, 4.898171756329319, -5.0, -5.0];17.446.230.650.000.500;2.108.792.259.998.150
[3.0840289920000123, -2.490008719];[-0.1974544549913002, -5.0, 2.0827445060693064, 5.0, -5.0, -5.0, -5.0, -1.306193056697718, -5.0, -5.0];18.102.269.429.998.700;2.108.792.259.998.150
[3.484613520000013, -2.499999999996267];[1.5973586030305666, 4.079486131668004, 3.9702021796255718, -2.685651741921928, -1.1300602182745632, -4.157142909243889, -1.3597383536393353, -1.7701554857195507, -1.7759016994388093, -2.643679603934161];1.780.112.300.000.030;2.108.792.259.998.150
[3.549314376000007, -2.4999999999984817];[-3.947841217741371, -1.7178780771792401, -1.1204987671226658, -0.9443183150143035, -4.555749958381043, 3.521783566102304, 1.00802019238529, 1.8410422839223752, 4.349065069109301, -1.3135099969802932];16.613.302.010.000.900;2.108.792.259.998.150
[3.4816087440000114, -2.4999999999995763];[2.5635603759110905, -3.221906149237448, 4.171533079305217, -5.0, -5.0, 4.051582103994564, 5.0, 1.4208338536328462, -5.0, -5.0];16.871.843.740.000.600;222.424.571.000.156
[3.330027504000008, -2.499999999610708];[-1.3782811325898576, -3.473441626054785, 3.0699866301407965, -2.8840401380344023, -1.7143905223918687, -3.7264688811683553, -0.8095910608266372, -1.4591088326004003, 2.514694393129046, -3.1714102812928155];16.486.906.940.001.000;222.424.571.000.156
[3.491471736000007, -2.4999999999994285];[-0.4421173294124623, -3.3604424100116814, -4.569900640494956, 3.0393260443248042, -3.2957859173966018, -3.5727448214211592, 3.2661715654141616, 4.710224198057652, -1.5217168728551873, 0.18921903514430305];16.677.064.959.995.900;222.424.571.000.156
[3.129696576000013, -2.499999999940644];[4.42496039849066, -5.0, 3.2684024201934783, -5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0];1.732.471.168.000.480;222.424.571.000.156
[2.9507868000000075, -2.2035252];[-3.9324384927751144, -4.688817532733433, 2.000232487917282, -1.9700872525574304, -1.9758612383156366, -4.586492888629394, -3.564560366794849, -4.090503351763614, -3.4485890157525603, -4.332372220233479];1.799.951.379.999.980;222.424.571.000.156
[3.697132896000002, -2.1420583];[1.0798745682707631, 2.790657162339069, 2.862876060780297, -0.5734584502119606, 3.5118320673073313, -4.085389688836485, -0.38868668661518146, 1.8386676997328975, -1.9861755170195061, -1.0866334001884361];1.652.798.225.999.570;2.371.802.420.000.310
[3.7042904880000007, -2.4999999999937152];[-1.052096803957184, 1.2134769959628624, 1.0277930806981415, 1.1331737181785408, 1.8364104418962048, 0.8015746633308494, -3.6652072923507255, -2.0131491400428922, 0.012972985073265164, 5.0];17.066.498.760.000.100;2.371.802.420.000.310
[3.6999609840000085, -2.194362];[-1.59145848312032, 2.057872291526145, -0.592201268187214, 2.6788650185542977, -0.14203853478132533, 4.370790382100109, -0.688563181556475, -4.739034471904848, 3.8062944084252663, -1.0660480888685093];17.046.154.380.001.800;2.371.802.420.000.310
[3.8427384960000035, -2.499999999998246];[3.7334741315891833, -0.6048285226953105, -4.6754727456198095, 2.699837693656577, 3.4134975269189383, -0.7464554024018248, 3.320337729995895, 4.558385947597753, 0.08667376408260186, -1.080887090849409];1.701.447.618.000.090;2.371.802.420.000.310
[3.3757058880000135, -2.1342465];[-5.0, -5.0, -0.41382581856603906, -4.105616440385224, -5.0, 5.0, -0.5300220925295092, 4.132153722897138, -5.0, 5.0];16.991.803.200.001.500;2.371.802.420.000.310
[2.798851752000009, -2.43677514];[5.0, -5.0, -2.6235325035582058, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0];1.642.929.649.000.280;23.347.055.100.020.900
[3.7928528640000096, -2.49999999999847];[-2.338926549511036, 2.4545114450068715, 1.5688222416263464, 1.0927245689201461, 1.77751919818434, 1.3805443145680165, -0.7602075914017608, -4.011790129148132, 2.628067706061138, 4.603760366276752];15.002.887.270.000.000;23.347.055.100.020.900
[3.804641280000007, -1.8687652];[2.169008024579729, 3.7549288690517493, -1.0276631987671072, 3.5645264585815113, -1.1231806554607466, -1.244431520281795, -2.029971974368872, 4.892729531787554, 3.640522051083993, -3.6556413678952238];15.071.112.809.999.600;23.347.055.100.020.900
[3.44418220800001, -2.4999999995184554];[-1.5660282773629435, 5.0, -0.5411508205541731, -5.0, -5.0, -5.0, 5.0, 1.8372589421571073, -5.0, 2.522800865294121];1.494.780.595.000.480;23.347.055.100.020.900
[3.225224088000009, -2.4999999999992886];[5.0, -3.1886523808214164, -3.392423276760571, -5.0, -5.0, 4.314897003931476, 1.53239693670269, -2.150282100863899, -5.0, -5.0];1.536.503.767.000.390;23.347.055.100.020.900
[3.5336424960000086, -2.499999999998515];[-2.778121075576122, -2.2845969779770496, -1.3589711151503927, 0.7202337553576719, -4.315871555607906, -2.0859893237564933, -0.8066973936888813, 2.747823242875766, 4.056341187791787, 2.5003944325803618];13.666.894.190.001.700;24.362.441.100.005.500
[3.6076745520000064, -2.4999999999982054];[-2.0185911146315183, -0.16390565972621562, 0.7002815844054142, 1.252246699377161, -0.8114324563546917, 0.44051807620366645, 4.815520103759932, -4.210704635589376, 4.328427536838314, -4.510384771994676];14.528.555.319.999.500;24.362.441.100.005.500
[3.7259181360000113, -2.499999999974778];[-3.1080815927916285, 4.614416115959999, 4.9991552602308005, -4.476834987923475, 4.133441759194094, 4.383066338121695, 0.9247978417176252, -2.364309364377988, -3.722221200978881, -0.08718296551474403];14.298.120.270.000.000;24.362.441.100.005.500
[3.3436277280000093, -2.499999999874485];[1.471540314174435, -0.686537424886545, -0.06521386600922252, -3.5724015764508668, -4.9011917482196035, 1.3022843683407528, -1.0666602161760825, -0.9510944382508528, -4.925260352110453, 0.99210873501878];14.332.190.179.999.400;24.362.441.100.005.500
